11.2888 	WARNING 	Monitor specification not found. Creating a temporary one...
11.3194 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1280, 1024]. Using actual size
12.2255 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A99B988CD0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A99BEDB430>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1280, 1024]), stencilBits=0, stereo=False, units='pix', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.2255 	EXP 	window1: mouseVisible = True
12.2258 	EXP 	window1: mouseVisible = False
14.8526 	DATA 	Keypress: return
15.3713 	DATA 	Keypress: return
37.2100 	EXP 	window1: units = 'pix'
39.6112 	DATA 	Keypress: o
39.6115 	EXP 	window1: units = 'pix'
39.6421 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1280, 1024]. Using actual size
40.0522 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A99B988CD0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A9A28A6940>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1280, 1024]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
40.0525 	EXP 	window1: mouseVisible = True
40.0525 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
40.0525 	EXP 	window1: recordFrameIntervals = False
40.2184 	EXP 	window1: recordFrameIntervals = True
40.4017 	EXP 	Screen (0) actual frame rate measured at 60.11Hz
40.4017 	EXP 	window1: recordFrameIntervals = False
